user_id,name,gender,age,email,phone_number,location_id,preferred_services,preferred_time_slots,booking_history_count,cancellation_rate,average_rating_given,wallet_balance,last_booking_date,subscription_status,feedback_score,Total_Bookings,First_Booking_Date,Last_Booking_Date,Days_Since_Last_Booking,Avg_Booking_Gap,Service_Types_Used,Preferred_Service_Type,Total_Spend,Avg_Spend_Per_Booking,Last_Spend_Amount,Discount_Usage_Frequency,Cancellation_Count,Reschedule_Count,No_Show_Count,High-Value_Customer,App_Logins_Per_Month,Total_App_Logins,Browsing_History_Depth,Search_Queries_Performed,Click-Through-Rate (CTR),Referral_Usage,Social_Media_Engagement,Time_Spent_on_Platform (min),Feedback_Score,Last_Feedback_Score,Negative_Reviews_Count,Complaints_Raised,Issue_Resolution_Time,Customer_Support_Contacts,Inactive_Days,Booking_Frequency_Change,Spend_Change_Rate,Service_Type_Change,Unsubscribed_Notifications,Downgrade_Service_Usage,Churn_Label
162,Helen Jordan,female,21,helen.jordan@outlook.com,916655955628,43,beauty,Afternoon,34,0.75,2.2,1580.64,2024-09-11,1,2.1,34,2012-04-07,2024-02-13,413,-85.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,118338.92,3480.5564705882352,4738.8,1.0,13,0,0,1,5,60,9,15,0.16813127659267293,4,8,87,2.1,4.01628173397697,3,0,1.2356782155534147,4,413,0.2455514926920931,-0.050836267013908976,Repair,0,1,1
163,Derek Colburn,male,59,derek.colburn@outlook.com,917831417551,47,plumbing,Night,26,0.52,1.5,4531.52,2025-01-05,0,5.0,26,2012-07-07,2024-07-06,269,6.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",5,77031.81999999999,2962.7623076923073,4292.28,1.0,7,0,0,1,17,204,9,8,0.2046244581048032,0,2,34,5.0,3.2424463674757162,4,3,3.172770846624685,19,269,0.1407196908093835,-0.44166794159070544,Repair,0,1,1
164,Tyler Butler,male,35,tyler.butler@gmail.com,916918776816,28,electrical,Evening,48,0.1,4.2,758.27,2024-06-04,0,5.9,48,2013-02-06,2024-12-12,110,-40.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,135708.69,2827.264375,1292.59,1.0,18,0,0,1,2,24,3,18,0.36681325265567577,3,5,25,5.9,3.221656869043339,2,0,7.035725863998466,8,110,0.3474911237842764,0.4680190217146827,Home Cleaning,1,1,1
165,Christine Burlingham,none,62,christine.burlingham@yahoo.com,919334149593,26,plumbing,Morning,7,0.08,4.7,1368.42,2024-06-02,1,9.1,7,2014-08-05,2023-11-17,501,86.0,"[3, 4, 5, 6, 8]",5,17518.34,2502.62,4608.98,1.0,1,0,0,1,11,132,1,12,0.15826800748708514,0,1,5,9.1,2.243388678121367,0,1,8.172937325228954,6,501,0.49435500807386146,-0.07929290288649005,Home Cleaning,1,0,1
166,Bonnie Romero,none,65,bonnie.romero@outlook.com,916204186903,1,carpentry,Afternoon,49,0.84,1.2,3034.63,2025-02-28,0,1.9,49,2012-10-04,2024-12-21,101,-17.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,147634.75,3012.954081632653,2241.06,1.0,15,0,0,1,16,192,7,48,0.22539445928984556,2,4,63,1.9,3.7290119138620907,1,2,3.580059585849452,16,101,0.456006195799449,-0.09646723498287768,None,1,1,1
167,Robert Toney,male,65,robert.toney@yahoo.com,917491874662,38,plumbing,Afternoon,16,0.63,2.7,1783.08,2024-03-30,1,7.2,16,2012-10-21,2024-05-26,310,67.0,"[1, 2, 3, 6, 8, 9, 10]",10,51177.229999999996,3198.5768749999997,1028.9,1.0,3,0,0,1,16,192,1,43,0.3221116716396576,1,4,99,7.2,2.5401039060429063,0,1,3.1583952601352205,15,310,0.18489105866185318,0.27669134956058516,Beauty,1,1,1
168,Lynn Quirk,female,53,lynn.quirk@outlook.com,916988147613,9,carpentry,Morning,38,0.97,2.3,1448.88,2024-05-08,1,4.3,38,2012-11-05,2024-04-08,358,58.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",3,121642.11,3201.108157894737,1843.77,1.0,15,0,0,1,10,120,7,32,0.4667385829237235,2,7,84,4.3,3.9379064188557114,8,1,8.466290678546429,7,358,0.006361941333185683,0.4418039508370464,Beauty,0,0,1
169,William Headley,none,55,william.headley@company.com,919108947961,10,electrical,Morning,17,0.11,1.4,3709.78,2024-08-24,0,7.4,17,2014-06-08,2023-06-29,642,67.0,"[1, 2, 3, 4, 5, 7, 8, 9]",1,53233.99,3131.411176470588,1679.19,1.0,7,0,0,1,2,24,4,38,0.29009599415466764,0,0,19,7.4,2.391939671971238,2,3,2.7611678662487082,3,642,-0.06080262442069684,0.06728934155549937,Repair,1,0,1
170,Charlotte Adair,none,36,charlotte.adair@outlook.com,917819296480,51,cleaning,Night,4,0.74,5.0,600.61,2025-02-14,1,5.4,4,2012-02-01,2020-08-10,1695,-113.0,"[4, 6, 8, 10]",4,13193.27,3298.3175,3123.06,1.0,1,0,0,1,4,48,4,35,0.08428073176345088,2,19,41,5.4,2.6743866888624854,9,1,5.8420371146665255,19,1695,-0.4332401878854786,-0.40754359627650505,Home Cleaning,1,0,1
171,Wade Cobb,male,49,wade.cobb@gmail.com,916011169870,45,cleaning,Night,45,0.25,1.0,2411.94,2024-05-23,0,1.5,45,2012-06-04,2025-01-19,72,-30.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",5,136511.7,3033.5933333333337,848.91,1.0,22,0,0,1,11,132,6,9,0.13193913070520125,0,4,37,1.5,2.8688087312509363,4,4,5.812688486909293,7,72,0.2980851392946211,-0.061054642208265064,None,1,0,0
172,Emery Bradford,none,44,emery.bradford@outlook.com,918076089739,12,electrical,Afternoon,33,0.01,2.5,4244.92,2024-11-07,0,1.7,33,2012-08-05,2023-10-17,532,92.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",7,93507.25,2833.5530303030305,712.92,1.0,12,0,0,1,11,132,7,42,0.35706532272577707,4,1,61,1.7,4.491736135306588,0,1,7.071321007919322,10,532,0.30235322028016887,-0.1087354006463438,Home Cleaning,1,0,1
173,Devin Shaver,male,49,devin.shaver@yahoo.com,919698280366,30,carpentry,Night,30,0.68,1.3,832.53,2024-07-09,1,7.4,30,2013-10-26,2024-07-30,245,31.0,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",3,79357.95,2645.265,3116.49,1.0,9,0,0,1,5,60,6,47,0.34406399734688986,1,17,27,7.4,4.609024485939596,3,3,8.132334460559768,9,245,0.37206836593636905,0.42807957177623157,Beauty,1,0,1
174,Christopher Brown,none,59,christopher.brown@yahoo.com,919873686796,4,painting,Evening,5,0.6,2.8,4306.99,2024-09-15,1,2.0,5,2013-05-26,2019-11-07,1972,-438.0,"[3, 5, 7, 8, 10]",3,14794.66,2958.932,1867.2,1.0,1,0,0,1,3,36,3,27,0.13205478953962707,1,0,34,2.0,1.9290068195688947,5,0,7.830082706856254,9,1972,-0.29894167664983773,-0.40125795991074287,Beauty,1,1,1
175,Doris Marsh,female,48,doris.marsh@gmail.com,916901095431,26,carpentry,Night,37,0.84,1.6,1712.33,2024-09-18,0,2.7,37,2014-02-13,2024-12-12,110,-34.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",10,113470.99,3066.7835135135138,963.87,1.0,13,0,0,1,3,36,8,42,0.01854452320248957,4,8,10,2.7,3.8567015867425845,6,0,5.9243424554524475,1,110,0.15595301412959917,0.27884713203896994,Beauty,0,1,0
176,Eva Grant,female,32,eva.grant@gmail.com,919558630254,5,electrical,Evening,8,0.39,2.3,273.99,2024-10-21,1,1.9,8,2013-10-25,2023-05-06,696,497.0,"[1, 6, 7, 8, 10]",6,29066.46,3633.3075,4672.48,1.0,1,0,0,1,17,204,7,30,0.3715708427808292,2,4,11,1.9,3.5162740287265266,1,1,3.3101921553723703,4,696,0.14213017136406492,0.04311840926247745,Beauty,0,1,1
177,Brent Jaynes,male,55,brent.jaynes@company.com,917981197150,53,electrical,Afternoon,26,1.0,3.0,538.88,2024-08-01,0,5.8,26,2012-10-03,2024-11-28,124,-119.0,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",10,67130.96,2581.96,4487.07,1.0,7,0,0,1,7,84,8,26,0.3391139571850792,4,6,18,5.8,1.3102347435805348,5,1,5.245998812699618,16,124,-0.056939352519397746,0.23635272921885087,None,1,0,0
178,Bobby Rutledge,male,36,bobby.rutledge@outlook.com,916582922097,12,cleaning,Evening,13,0.49,4.6,1311.12,2024-08-15,1,9.1,13,2012-02-10,2023-10-17,532,-174.0,"[2, 3, 4, 5, 8, 10]",8,31228.13,2402.1638461538464,2931.19,1.0,5,0,0,1,12,144,9,24,0.307273687206514,4,19,42,9.1,1.3392066230507043,4,4,5.312215325151904,0,532,0.366446865419905,-0.23603488390902827,None,1,0,1
179,Ellen Brodowski,female,55,ellen.brodowski@outlook.com,916270791730,47,cleaning,Afternoon,10,0.08,3.0,3873.2,2024-11-02,0,8.1,10,2014-04-04,2023-04-04,728,-164.0,"[1, 2, 3, 4, 7]",3,30158.33,3015.833,3755.05,1.0,3,0,0,1,18,216,5,12,0.4065822227073775,2,15,35,8.1,4.382748948650788,3,0,4.897677580934452,8,728,0.34942325668708507,0.37637581973669954,Repair,0,1,1
180,William Prahm,male,27,william.prahm@yahoo.com,916813476019,41,cleaning,Morning,20,0.14,4.4,4235.23,2024-08-31,1,6.4,20,2012-08-18,2020-09-21,1653,64.0,"[1, 2, 3, 4, 5, 6, 7, 9, 10]",5,51991.93,2599.5965,1316.15,1.0,6,0,0,1,17,204,5,14,0.17303092454797633,3,13,92,6.4,2.769356648396642,3,1,8.30062285497116,6,1653,-0.4589059102423291,0.35539827717484485,Home Cleaning,0,0,1
181,Harry Wong,none,23,harry.wong@yahoo.com,916149143107,43,electrical,Afternoon,17,0.74,4.2,118.06,2025-02-16,1,3.1,17,2013-01-09,2023-12-18,470,-48.0,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",3,53005.009999999995,3117.941764705882,5630.48,1.0,4,0,0,1,13,156,4,38,0.21104713596664487,1,17,34,3.1,1.5976265960867764,5,3,2.6832717346275827,14,470,-0.32946966269305955,0.08188906382752525,Beauty,1,1,1
182,Donald Anderson,male,29,donald.anderson@company.com,917288122071,15,cleaning,Morning,47,0.95,2.1,4688.05,2025-01-26,1,5.2,47,2012-05-14,2023-07-02,639,-36.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,140305.28,2985.2187234042553,3310.43,1.0,17,0,0,1,17,204,9,14,0.41211297663773494,4,4,89,5.2,4.7628021383940045,2,2,8.150505192228064,3,639,-0.11276413970777777,0.44193680311980166,Repair,1,1,1
183,Dean Lindberg,male,42,dean.lindberg@company.com,917296385174,5,electrical,Evening,18,0.48,3.3,4132.95,2024-11-08,1,6.9,18,2012-07-18,2024-07-14,261,34.0,"[2, 3, 4, 5, 7, 8]",3,44431.43,2468.4127777777776,1982.93,1.0,5,0,0,1,4,48,5,9,0.10676573723888923,4,17,90,6.9,3.628965066123348,9,0,1.153940554295311,11,261,-0.19286953877862967,-0.395488388999373,Repair,1,1,1
184,Ronald Giunta,male,60,ronald.giunta@gmail.com,917834167048,37,beauty,Morning,19,0.67,3.6,3716.84,2024-06-04,0,3.4,19,2012-11-16,2024-11-30,122,143.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",7,46832.42,2464.8642105263157,1310.82,1.0,5,0,0,1,1,12,3,20,0.10585030578770985,0,1,90,3.4,3.86869001032234,9,0,3.26611383336383,11,122,0.014806566127142151,-0.47465047689990447,Beauty,1,0,0
185,Robert Sherman,male,54,robert.sherman@company.com,919138396561,16,painting,Night,3,0.73,4.5,2902.47,2024-09-06,1,6.1,3,2016-10-19,2020-09-19,1655,715.0,"[5, 9]",9,11551.24,3850.4133333333334,4137.86,1.0,1,0,0,1,14,168,8,41,0.13036720066868415,4,18,19,6.1,2.6369992259270996,8,4,1.1749367902105847,4,1655,-0.0986917587061521,-0.14839901669034705,None,0,1,1
186,Doris Quinones,female,56,doris.quinones@outlook.com,917323928288,53,beauty,Evening,27,0.74,2.5,1076.95,2024-05-19,0,7.8,27,2012-07-04,2024-06-04,301,128.0,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",10,85163.78,3154.2140740740742,5444.4,1.0,10,0,0,1,5,60,7,18,0.119942666471145,2,18,18,7.8,2.4665222552977353,5,1,7.5603350589621146,0,301,0.20574309260680435,0.06898128529992498,Repair,0,1,1
187,Merle Gravatt,male,59,merle.gravatt@outlook.com,918327380890,40,cleaning,Night,15,0.64,1.7,3150.24,2024-10-21,0,3.4,15,2012-08-09,2024-09-24,189,-20.0,"[1, 2, 3, 4, 5, 7, 10]",7,43861.28,2924.0853333333334,1584.72,1.0,8,0,0,1,19,228,6,17,0.06440314542083486,2,5,35,3.4,3.978630027160378,2,0,2.2207346054439747,14,189,-0.4334361450543608,-0.20467900694695063,Home Cleaning,1,0,0
188,Donald Kingsley,male,24,donald.kingsley@gmail.com,919598997814,41,cleaning,Evening,12,0.38,1.7,4701.16,2025-01-20,0,9.9,12,2014-04-10,2022-02-11,1145,200.0,"[1, 2, 3, 4, 5, 6, 7, 9]",1,31774.11,2647.8425,1070.43,1.0,7,0,0,1,6,72,2,20,0.013997186920473775,4,17,11,9.9,1.6620889054403758,1,4,8.805757311214201,3,1145,0.2522981909889407,-0.4266740901338356,Repair,0,1,1
189,Nicholas Goodman,male,31,nicholas.goodman@outlook.com,918023272743,23,painting,Night,10,0.2,1.8,1776.39,2024-08-31,1,7.2,10,2012-05-18,2023-10-20,529,284.0,"[1, 3, 5, 7, 9]",7,27931.55,2793.1549999999997,710.91,1.0,6,0,0,1,1,12,3,18,0.1564976884487395,0,10,23,7.2,4.679095608379873,7,3,1.4975925359772726,15,529,-0.04951510268208725,0.22710716530169295,Repair,1,1,1
190,Jack Neumann,none,60,jack.neumann@gmail.com,919493318120,32,painting,Evening,13,0.28,4.9,2546.9,2025-01-24,0,4.3,13,2012-05-12,2024-12-27,95,-189.0,"[2, 3, 4, 5, 7, 8, 10]",2,37536.83,2887.4484615384617,4809.6,1.0,8,0,0,1,4,48,4,28,0.05061348718908887,1,3,64,4.3,2.1607221133841668,6,3,7.264891884544354,16,95,-0.32757045999177803,0.14084809708391666,None,0,0,0
191,Adan Duarte,none,35,adan.duarte@company.com,918510952742,33,electrical,Evening,42,0.3,1.7,954.82,2024-10-30,0,6.8,42,2012-03-08,2023-09-24,555,-45.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2,135450.33,3225.0078571428567,5096.24,1.0,18,0,0,1,2,24,2,47,0.013991397307462464,0,17,39,6.8,1.8743436365184931,1,0,2.5689282280101167,6,555,0.10863541022412126,0.34373883048486664,Repair,1,0,1
192,Jordan Williams,male,41,jordan.williams@outlook.com,918433627288,10,painting,Morning,41,0.98,1.0,519.62,2025-01-06,0,8.4,41,2012-04-23,2024-10-16,167,-4.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",8,120374.4,2935.960975609756,4059.59,1.0,12,0,0,1,3,36,3,6,0.4385025495162123,2,19,60,8.4,3.4873245072530805,7,2,5.116614898685557,8,167,-0.09008706059249805,-0.322400652268957,Repair,0,0,0
193,Jose Carr,male,62,jose.carr@gmail.com,917804599434,39,electrical,Morning,6,0.66,4.1,4053.41,2024-10-04,0,8.0,6,2012-02-22,2024-11-04,148,308.0,"[1, 4, 5, 8, 9]",9,17782.46,2963.7433333333333,3493.24,1.0,3,0,0,1,8,96,1,18,0.2629043584149399,2,14,80,8.0,2.608614202620396,3,1,3.432401091928975,2,148,0.051085172093465414,-0.035027188566363776,None,0,0,0
194,William Douthitt,male,37,william.douthitt@outlook.com,919426645327,32,carpentry,Afternoon,19,0.17,3.5,3697.38,2025-03-18,0,3.3,19,2012-04-30,2024-04-01,365,-207.0,"[1, 2, 3, 4, 5, 7, 8, 9]",7,61203.37,3221.23,4737.54,1.0,5,0,0,1,11,132,6,10,0.34938388583488084,0,17,76,3.3,2.107163168098731,3,4,4.732162221505097,11,365,0.0009859157243298222,-0.09377776094729084,Repair,0,0,1
195,Richard Juarez,male,39,richard.juarez@yahoo.com,917537487424,13,carpentry,Afternoon,22,0.96,3.5,1940.72,2024-07-31,0,9.1,22,2012-06-06,2024-04-05,361,20.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",4,69208.48,3145.8399999999997,3036.78,1.0,8,0,0,1,5,60,3,23,0.02394606781186054,3,19,44,9.1,4.231574664507243,2,0,1.972714141674439,11,361,-0.021950049031421837,0.3721514266590139,Beauty,0,1,1
196,Ora Nunez,female,59,ora.nunez@gmail.com,917264975523,4,electrical,Morning,36,0.25,3.1,2695.07,2025-03-17,0,1.4,36,2012-01-19,2024-06-27,278,39.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",5,103641.23,2878.9230555555555,2221.67,1.0,14,0,0,1,8,96,5,26,0.12854307621197336,3,7,21,1.4,1.4294033561697383,7,1,9.718774652161583,7,278,-0.4400650296923675,0.3762782180270825,Beauty,1,1,1
197,Roger Chavers,male,23,roger.chavers@gmail.com,916711638059,32,plumbing,Night,30,0.16,2.5,2910.11,2024-09-01,0,3.9,30,2012-03-17,2024-11-26,126,7.0,"[2, 3, 6, 7, 8, 9, 10]",10,99594.17,3319.8056666666666,1129.09,1.0,14,0,0,1,6,72,8,42,0.3630681630991138,1,6,15,3.9,4.887307309031574,1,2,8.816943507168425,16,126,0.023555097839394024,-0.3162742542113294,Home Cleaning,1,0,0
198,Kathryn Fegley,none,41,kathryn.fegley@yahoo.com,918019753509,34,electrical,Evening,43,0.91,2.8,1214.51,2024-04-08,1,8.0,43,2012-07-10,2024-11-14,138,-21.0,"[1, 2, 3, 4, 6, 7, 8, 9, 10]",3,130500.18,3034.887906976744,4339.87,1.0,9,0,0,1,4,48,9,7,0.2862404541870364,0,1,58,8.0,3.8940188012469688,1,2,2.650635971090757,16,138,-0.28895032410676924,0.21798935379814022,Beauty,1,0,0
199,Charlotte Kina,none,49,charlotte.kina@yahoo.com,917112200078,43,cleaning,Evening,49,0.93,4.5,3871.85,2024-11-15,1,9.2,49,2013-01-01,2024-07-19,256,77.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1,135274.09,2760.695714285714,3149.54,1.0,16,0,0,1,7,84,8,38,0.09863844337904688,1,13,86,9.2,2.9268545769957695,5,4,6.221280665569879,0,256,-0.06167589610034685,0.06539304738039187,Beauty,1,1,1
200,Teresa Banister,none,29,teresa.banister@yahoo.com,918093504134,22,electrical,Night,46,0.15,1.5,3104.95,2024-08-07,1,1.2,46,2012-05-15,2024-10-19,164,-25.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",2,130062.57,2827.4471739130436,2363.94,1.0,19,0,0,1,4,48,5,46,0.3048681658266506,0,7,68,1.2,4.066741131605607,3,4,8.758606452084585,13,164,-0.2677009171631157,0.0031309799127853255,None,0,1,0
201,Emerson Martindale,male,41,emerson.martindale@outlook.com,918568512197,6,painting,Night,24,0.13,4.5,568.58,2024-04-25,1,4.8,24,2012-09-22,2024-08-12,232,132.0,"[1, 2, 3, 4, 5, 6, 7, 8, 10]",10,87106.14,3629.4225,3989.17,1.0,6,0,0,1,15,180,8,2,0.4254745439100702,1,6,14,4.8,2.214284750033591,0,0,6.112311636058896,0,232,-0.424917270471339,0.4535486360616926,Repair,0,0,1
202,Christopher Schroeder,male,34,christopher.schroeder@gmail.com,916137072343,16,beauty,Evening,10,0.88,1.1,906.31,2024-06-11,1,1.9,10,2012-05-27,2025-01-08,83,-117.0,"[1, 2, 3, 5, 6, 7, 8]",2,29551.4,2955.1400000000003,650.07,1.0,5,0,0,1,14,168,2,16,0.045005348514602424,2,16,79,1.9,3.3162615326835265,3,4,8.041777216652559,5,83,-0.4552952128555535,-0.3700613224276349,None,1,1,1
203,Gary Lamb,male,46,gary.lamb@outlook.com,917889375283,16,cleaning,Afternoon,35,0.27,3.0,1001.79,2024-09-24,1,6.6,35,2012-02-03,2025-01-12,79,-109.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,111142.3,3175.494285714286,2029.18,1.0,6,0,0,1,16,192,4,21,0.3783737967104422,2,16,69,6.6,3.098165915460319,2,0,8.290520398124654,5,79,-0.04414938112108724,-0.4921975116536851,None,0,0,0
204,Eddie House,none,30,eddie.house@gmail.com,917418356381,3,carpentry,Afternoon,18,0.43,1.9,1628.05,2024-11-19,1,2.6,18,2013-05-05,2024-07-13,262,6.0,"[2, 3, 4, 5, 7, 8, 9, 10]",4,42588.95,2366.0527777777775,3117.04,1.0,9,0,0,1,11,132,5,5,0.09158529980166227,4,0,67,2.6,4.688834610205511,2,4,9.404791723717828,16,262,0.01038876051084292,-0.23456877003582977,Beauty,0,1,1
205,Kelley Bradford,none,24,kelley.bradford@company.com,917249462489,24,beauty,Evening,41,0.96,4.9,2885.83,2025-03-02,1,9.6,41,2012-03-22,2024-09-22,191,-30.0,"[1, 2, 3, 4, 5, 7, 8, 9, 10]",8,119848.52,2923.1346341463413,2087.06,1.0,10,0,0,1,17,204,7,6,0.23721066115284725,0,15,76,9.6,3.9350836152234088,1,0,9.732243260925227,16,191,0.23416871451723276,0.31697357808081184,None,1,1,1
206,Lisa Mottillo,female,33,lisa.mottillo@outlook.com,916459728293,50,cleaning,Morning,28,0.58,2.7,1926.61,2025-03-01,0,7.4,28,2012-01-03,2024-03-15,382,36.0,"[1, 2, 3, 5, 6, 7, 8, 9, 10]",2,94369.17,3370.3275,645.99,1.0,10,0,0,1,5,60,3,13,0.059448862532770846,0,11,12,7.4,4.300729409229673,1,2,1.7894834895544336,9,382,0.3624739705370461,0.168907719708567,Home Cleaning,1,0,1
207,Mary Breton,female,33,mary.breton@company.com,918203117711,22,cleaning,Morning,10,0.4,2.0,483.22,2024-06-07,1,5.0,10,2015-09-23,2024-06-02,303,-267.0,"[1, 3, 5, 6, 7, 9, 10]",1,30724.920000000002,3072.492,1716.76,1.0,3,0,0,1,1,12,7,3,0.08697496133130808,1,17,61,5.0,1.3892790879349461,3,3,3.65628948925449,1,303,-0.45167477528158784,-0.45531742425152755,Beauty,0,0,1
208,Gertrude Fowler,female,37,gertrude.fowler@company.com,917262067909,19,beauty,Evening,30,0.4,4.4,2263.94,2025-02-19,0,8.9,30,2012-01-24,2024-10-19,164,146.0,"[1, 2, 3, 4, 6, 8, 9, 10]",4,90346.75,3011.5583333333334,4197.48,1.0,9,0,0,1,16,192,4,21,0.11684693831312148,2,18,40,8.9,1.6753790280325283,7,4,7.214249072925649,7,164,-0.43045394176837004,0.24535448253674486,Beauty,1,1,1
209,Elvin Wilhoit,male,51,elvin.wilhoit@yahoo.com,916037307860,53,plumbing,Morning,25,0.52,1.1,339.31,2024-05-21,0,1.1,25,2012-07-06,2024-06-30,275,-177.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,61458.36,2458.3344,4925.02,1.0,9,0,0,1,9,108,5,35,0.2625428483189342,3,14,15,1.1,2.33678009439267,2,1,4.117177308041759,14,275,-0.12462998248457113,-0.3941915789058571,Beauty,1,0,1
210,Jerry Vance,none,55,jerry.vance@gmail.com,919361591011,39,cleaning,Night,43,0.12,2.6,119.93,2024-07-26,1,8.1,43,2012-01-23,2024-11-25,127,-50.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",4,122971.8,2859.8093023255815,1953.17,1.0,13,0,0,1,12,144,2,5,0.2415776767298227,2,2,89,8.1,2.19293727450298,5,2,1.8343192176559506,8,127,-0.4114089346481834,-0.10129413475268656,Beauty,0,1,0
211,Jessica Shepard,female,57,jessica.shepard@company.com,917740211245,31,electrical,Night,15,0.48,4.4,3608.5,2024-10-19,0,3.7,15,2012-03-05,2024-03-26,371,60.0,"[1, 2, 3, 4, 5, 7, 9]",1,40239.11,2682.6073333333334,2952.41,1.0,8,0,0,1,15,180,3,23,0.19531749857255978,1,7,99,3.7,2.63521773213259,7,3,2.565105654659332,2,371,-0.3174218903800179,0.40694370155358506,Repair,0,1,1
212,David Donovan,male,34,david.donovan@yahoo.com,917647044045,18,electrical,Evening,5,0.35,2.9,4758.22,2025-01-30,1,6.6,5,2013-03-31,2022-07-01,1005,-644.0,"[3, 4, 9, 10]",4,18715.29,3743.058,3099.6,1.0,3,0,0,1,18,216,4,29,0.10429019476191097,3,12,53,6.6,4.856015613128502,3,1,9.50474438620595,19,1005,-0.46524598321434973,-0.21831414520951986,Beauty,1,1,1
213,Paulette Olney,female,44,paulette.olney@gmail.com,917002421438,48,carpentry,Evening,7,0.37,3.4,2643.67,2024-04-03,1,5.5,7,2012-05-12,2024-08-24,220,612.0,"[2, 3, 5, 8, 10]",2,21134.0,3019.1428571428573,3641.86,1.0,2,0,0,1,11,132,8,30,0.4668162407607506,4,0,59,5.5,4.3653789477949445,1,2,9.608810976951434,15,220,-0.22845392337361725,-0.04284332269770119,Home Cleaning,1,0,1
214,Bernice Martinez,female,62,bernice.martinez@gmail.com,917545273516,52,electrical,Night,42,0.28,2.3,4174.0,2025-01-11,1,9.4,42,2013-05-07,2024-01-12,445,43.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",5,116146.19,2765.3854761904763,4225.11,1.0,13,0,0,1,3,36,2,46,0.2087592467699266,4,3,41,9.4,3.8445468711040434,7,0,4.4797547933730835,9,445,-0.25405510722610736,0.46529998742013945,Repair,1,0,1
215,James Stokes,none,30,james.stokes@gmail.com,918201819576,38,painting,Morning,36,0.42,4.2,455.86,2025-03-25,1,7.5,36,2012-09-22,2024-05-02,334,-91.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",1,111419.88,3094.996666666667,5048.94,1.0,11,0,0,1,10,120,4,29,0.29600992862313824,1,1,58,7.5,3.194387083814612,1,1,7.626472941827682,12,334,-0.29420098393927707,0.28914215175327873,None,1,0,1
216,Tina Higgins,none,32,tina.higgins@company.com,916761992030,32,electrical,Afternoon,6,0.84,1.1,4991.78,2024-05-19,1,1.2,6,2012-05-13,2023-04-24,708,41.0,"[4, 5, 6, 7]",5,22811.04,3801.84,3550.66,1.0,1,0,0,1,7,84,6,37,0.030013948221302503,4,6,14,1.2,1.085497306922377,1,2,1.2945327705598397,6,708,0.073158566062556,0.37165926917309056,None,0,1,1
217,Manuel Hanson,none,53,manuel.hanson@yahoo.com,918538165621,52,plumbing,Evening,45,0.74,3.7,4534.52,2024-09-23,1,3.8,45,2013-01-28,2024-11-08,144,18.0,"[1, 2, 3, 4, 5, 6, 8, 9, 10]",10,128990.43,2866.4539999999997,2464.6,1.0,20,0,0,1,4,48,1,6,0.4593411997366717,0,18,16,3.8,2.608487239645557,2,2,4.341924271736995,8,144,-0.18154580636209705,0.49548899424065973,Home Cleaning,1,0,0
218,Marylee Hall,female,60,marylee.hall@company.com,918398379161,12,cleaning,Night,5,0.3,3.6,2593.36,2024-08-15,1,7.0,5,2012-03-16,2020-11-22,1591,-207.0,"[3, 4, 6, 7, 8]",3,17132.93,3426.5860000000002,4558.71,1.0,3,0,0,1,6,72,9,5,0.29235457998811215,4,0,37,7.0,2.219905831110763,0,1,6.773084914148072,15,1591,0.2593839617892669,-0.38229179349596176,Beauty,1,1,1
219,Delia Romero,none,59,delia.romero@outlook.com,916120020543,53,electrical,Afternoon,17,0.43,4.2,1244.05,2024-12-07,1,2.5,17,2014-03-14,2023-11-15,503,41.0,"[1, 2, 3, 5, 6, 7, 8, 10]",3,52433.93,3084.3488235294117,4755.81,1.0,5,0,0,1,8,96,5,8,0.1481908733387889,2,12,98,2.5,3.8673140392863856,7,3,3.977936524529543,11,503,-0.11009963860181615,-0.34127378734921476,Beauty,1,1,1
